,Prune Fraction,Test Accuracy,Train Accuracy
0,0.81,69.84,99.412
1,0.8200000000000001,69.56,99.386
2,0.8300000000000001,68.45,99.042
3,0.8400000000000001,67.68,99.014
4,0.8500000000000001,65.84,98.264
