run_name,time,W,energy_usage,max_mem
model_epochs_3_frac_0.75,3.814697265625e-06,2.767,2.1770238876342772e-05,147673088,
model_epochs_3_frac_0.75,0.03887033462524414,2.767,0.10756543087959289,147673088,
model_epochs_3_frac_0.75,0.048984527587890625,2.767,0.1355514028072357,147673088,
model_epochs_3_frac_0.75,0.059103965759277344,2.767,0.16355188822746275,147673088,
model_epochs_3_frac_0.75,0.0692129135131836,2.767,0.19152334666252135,147673088,
model_epochs_3_frac_0.75,0.07932090759277344,2.767,0.21949216628074644,147673088,
model_epochs_3_frac_0.75,0.0895085334777832,2.767,0.24768132710456847,147673088,
model_epochs_3_frac_0.75,0.09966635704040527,2.767,0.2757880249023437,147673088,
model_epochs_3_frac_0.75,0.10984420776367188,2.767,0.3039501378536224,147673088,
model_epochs_3_frac_0.75,0.11999392509460449,2.767,0.33203440570831294,147673088,
model_epochs_3_frac_0.75,0.13014960289001465,2.767,0.36013516616821284,147673088,
model_epochs_3_frac_0.75,0.14028000831604004,2.767,0.3881659979820251,147673088,
model_epochs_3_frac_0.75,0.15042948722839355,2.767,0.4162496061325073,147673088,
model_epochs_3_frac_0.75,0.1605837345123291,2.767,0.44434640836715694,147673088,
model_epochs_3_frac_0.75,0.1707465648651123,2.767,0.47246695995330806,147673088,
model_epochs_3_frac_0.75,0.18089604377746582,2.767,0.5005505681037903,147673088,
model_epochs_3_frac_0.75,0.19105291366577148,2.767,0.5286546270847321,147673088,
model_epochs_3_frac_0.75,0.20119547843933105,2.767,0.5567191038131715,147673088,
model_epochs_3_frac_0.75,0.21133708953857422,2.767,0.5847809417247773,147673088,
model_epochs_3_frac_0.75,0.22147297859191895,2.767,0.6128269467353822,147673088,
model_epochs_3_frac_0.75,0.2316577434539795,2.767,0.6410081911087037,147673088,
model_epochs_3_frac_0.75,0.24176621437072754,2.767,0.6689783301353455,147673088,
model_epochs_3_frac_0.75,0.2518761157989502,2.767,0.6969524273872375,147673088,
model_epochs_3_frac_0.75,0.2619919776916504,2.767,0.724943017244339,147673088,
model_epochs_3_frac_0.75,0.2721083164215088,2.767,0.7529349265098572,147673088,
model_epochs_3_frac_0.75,0.2822279930114746,2.767,0.7809360716342926,147673088,
model_epochs_3_frac_0.75,0.2924153804779053,2.767,0.8091245727539063,147673088,
model_epochs_3_frac_0.75,0.3025786876678467,2.767,0.8372464437484741,147673088,
model_epochs_3_frac_0.75,0.3127596378326416,2.767,0.8654171328544616,147673088,
model_epochs_3_frac_0.75,0.3230893611907959,2.767,0.8939994773864746,147673088,
