run_name,time,W,energy_usage,max_mem
model_epochs_0_frac_0.9_quantized,3.0994415283203125e-06,2.832,2.025604248046875e-05,5804032,
model_epochs_0_frac_0.9_quantized,0.030429601669311523,2.832,0.0861881103515625,5804032,
model_epochs_0_frac_0.9_quantized,0.04056072235107422,2.832,0.11487944412231445,5804032,
model_epochs_0_frac_0.9_quantized,0.05066537857055664,2.832,0.14349583053588866,5804032,
model_epochs_0_frac_0.9_quantized,0.0607609748840332,2.832,0.17208655929565428,5804032,
model_epochs_0_frac_0.9_quantized,0.07086896896362305,2.832,0.2007123985290527,5804032,
model_epochs_0_frac_0.9_quantized,0.08097958564758301,2.832,0.2293456649780273,5804032,
model_epochs_0_frac_0.9_quantized,0.09108734130859375,2.832,0.25797082901000973,5804032,
model_epochs_0_frac_0.9_quantized,0.10120081901550293,2.832,0.2866121978759765,5804032,
model_epochs_0_frac_0.9_quantized,0.11205029487609863,2.832,0.3173379135131836,5804032,
model_epochs_0_frac_0.9_quantized,0.122161865234375,2.832,0.34597388076782226,5804032,
model_epochs_0_frac_0.9_quantized,0.13226819038391113,2.832,0.3745949935913086,5804032,
model_epochs_0_frac_0.9_quantized,0.14299798011779785,2.832,0.4049817581176758,5804032,
model_epochs_0_frac_0.9_quantized,0.1531078815460205,2.832,0.43361299896240235,5804032,
model_epochs_0_frac_0.9_quantized,0.16321134567260742,2.832,0.46222600936889646,5804032,
model_epochs_0_frac_0.9_quantized,0.17460417747497559,2.832,0.49449050903320313,5804032,
model_epochs_0_frac_0.9_quantized,0.18471193313598633,2.832,0.5231156730651856,5804032,
model_epochs_0_frac_0.9_quantized,0.194807767868042,2.832,0.5517070770263672,5804032,
model_epochs_0_frac_0.9_quantized,0.204909086227417,2.832,0.5803140106201172,5804032,
model_epochs_0_frac_0.9_quantized,0.21501374244689941,2.832,0.6089303970336915,5804032,
model_epochs_0_frac_0.9_quantized,0.22511672973632812,2.832,0.6375420570373536,5804032,
model_epochs_0_frac_0.9_quantized,0.23521208763122559,2.832,0.6661321105957032,5804032,
model_epochs_0_frac_0.9_quantized,0.2453174591064453,2.832,0.6947505226135254,5804032,
model_epochs_0_frac_0.9_quantized,0.2554171085357666,2.832,0.7233527297973633,5804032,
model_epochs_0_frac_0.9_quantized,0.2655184268951416,2.832,0.7519596633911133,5804032,
model_epochs_0_frac_0.9_quantized,0.2756221294403076,2.832,0.7805733489990234,5804032,
model_epochs_0_frac_0.9_quantized,0.28572654724121094,2.832,0.8091890602111816,5804032,
model_epochs_0_frac_0.9_quantized,0.295823335647583,2.832,0.8377831649780273,5804032,
model_epochs_0_frac_0.9_quantized,0.3059239387512207,2.832,0.8663880729675293,5804032,
model_epochs_0_frac_0.9_quantized,0.3160560131072998,2.832,0.8950821075439453,5804032,
model_epochs_0_frac_0.9_quantized,0.3261599540710449,2.832,0.9236964683532716,5804032,
model_epochs_0_frac_0.9_quantized,0.33626365661621094,2.832,0.9523101539611817,5804032,
model_epochs_0_frac_0.9_quantized,0.34655046463012695,2.832,0.9814423942565919,5804032,
model_epochs_0_frac_0.9_quantized,0.35665416717529297,2.832,1.010056079864502,5804032,
model_epochs_0_frac_0.9_quantized,0.3667595386505127,2.832,1.0386744918823243,5804032,
model_epochs_0_frac_0.9_quantized,0.3769264221191406,2.832,1.0674671058654785,5804032,
model_epochs_0_frac_0.9_quantized,0.3870363235473633,2.832,1.096098346710205,5804032,
model_epochs_0_frac_0.9_quantized,0.3971376419067383,2.832,1.124705280303955,5804032,
model_epochs_0_frac_0.9_quantized,0.4072411060333252,2.832,1.1533182907104491,5804032,
model_epochs_0_frac_0.9_quantized,0.41735124588012695,2.832,1.1819502067565917,5804032,
model_epochs_0_frac_0.9_quantized,0.4275810718536377,2.832,1.210921073913574,5804032,
model_epochs_0_frac_0.9_quantized,0.4376790523529053,2.832,1.2395185546874998,5804032,
model_epochs_0_frac_0.9_quantized,0.447784423828125,2.832,1.2681369667053222,5804032,
model_epochs_0_frac_0.9_quantized,0.4579582214355469,2.832,1.296949161529541,5804032,
model_epochs_0_frac_0.9_quantized,0.468059778213501,2.832,1.325556770324707,5804032,
model_epochs_0_frac_0.9_quantized,0.4781613349914551,2.832,1.3541643791198732,5804032,
model_epochs_0_frac_0.9_quantized,0.4884026050567627,2.832,1.3831676559448243,5804032,
model_epochs_0_frac_0.9_quantized,0.4985034465789795,2.832,1.4117732391357423,5804032,
model_epochs_0_frac_0.9_quantized,0.5086064338684082,2.832,1.4403848991394044,5804032,
model_epochs_0_frac_0.9_quantized,0.518730640411377,2.832,1.469056652069092,5804032,
model_epochs_0_frac_0.9_quantized,0.5288398265838623,2.832,1.4976858673095705,5804032,
model_epochs_0_frac_0.9_quantized,0.5389416217803955,2.832,1.5262941513061525,5804032,
model_epochs_0_frac_0.9_quantized,0.5490474700927734,2.832,1.5549139137268069,5804032,
model_epochs_0_frac_0.9_quantized,0.5591585636138916,2.832,1.5835485305786134,5804032,
model_epochs_0_frac_0.9_quantized,0.5692644119262695,2.832,1.6121682929992678,5804032,
model_epochs_0_frac_0.9_quantized,0.5793662071228027,2.832,1.6407765769958498,5804032,
model_epochs_0_frac_0.9_quantized,0.5894744396209717,2.832,1.6694030914306641,5804032,
