run_name,time,W,energy_usage,max_mem
model_epochs_0_frac_0.9,5.0067901611328125e-06,2.767,2.704787254333496e-05,149118976,
model_epochs_0_frac_0.9,0.042807817459106445,2.767,0.118462424993515,149118976,
model_epochs_0_frac_0.9,0.05291891098022461,2.767,0.14643982076644896,149118976,
model_epochs_0_frac_0.9,0.06301188468933105,2.767,0.17436707901954648,149118976,
model_epochs_0_frac_0.9,0.07311153411865234,2.767,0.2023128089904785,149118976,
model_epochs_0_frac_0.9,0.08382821083068848,2.767,0.23196585345268247,149118976,
model_epochs_0_frac_0.9,0.0939490795135498,2.767,0.2599702970981598,149118976,
model_epochs_0_frac_0.9,0.10406351089477539,2.767,0.287956928730011,149118976,
model_epochs_0_frac_0.9,0.11418962478637695,2.767,0.3159758858680725,149118976,
model_epochs_0_frac_0.9,0.12430810928344727,2.767,0.34397373247146606,149118976,
model_epochs_0_frac_0.9,0.13451004028320312,2.767,0.3722024755477905,149118976,
model_epochs_0_frac_0.9,0.14462590217590332,2.767,0.40019306540489197,149118976,
model_epochs_0_frac_0.9,0.1548457145690918,2.767,0.4284712862968445,149118976,
model_epochs_0_frac_0.9,0.16495800018310547,2.767,0.4564519805908203,149118976,
model_epochs_0_frac_0.9,0.17506957054138184,2.767,0.484430695772171,149118976,
model_epochs_0_frac_0.9,0.1851961612701416,2.767,0.5124509723186493,149118976,
model_epochs_0_frac_0.9,0.19530558586120605,2.767,0.5404237501621246,149118976,
model_epochs_0_frac_0.9,0.20546650886535645,2.767,0.5685390241146088,149118976,
model_epochs_0_frac_0.9,0.21557998657226562,2.767,0.5965230169296265,149118976,
model_epochs_0_frac_0.9,0.22570228576660156,2.767,0.624531418800354,149118976,
model_epochs_0_frac_0.9,0.23581624031066895,2.767,0.6525167310237885,149118976,
model_epochs_0_frac_0.9,0.24593067169189453,2.767,0.6805033626556397,149118976,
model_epochs_0_frac_0.9,0.256148099899292,2.767,0.7087749865055085,149118976,
model_epochs_0_frac_0.9,0.2662653923034668,2.767,0.7367695345878602,149118976,
model_epochs_0_frac_0.9,0.27648234367370605,2.767,0.7650398390293123,149118976,
model_epochs_0_frac_0.9,0.2866032123565674,2.767,0.7930442826747895,149118976,
model_epochs_0_frac_0.9,0.29674243927001953,2.767,0.8210995235443116,149118976,
model_epochs_0_frac_0.9,0.30685997009277344,2.767,0.8490947313308717,149118976,
model_epochs_0_frac_0.9,0.31697535514831543,2.767,0.8770840017795564,149118976,
model_epochs_0_frac_0.9,0.3270878791809082,2.767,0.9050653557777406,149118976,
model_epochs_0_frac_0.9,0.33722519874572754,2.767,0.9331153190135957,149118976,
model_epochs_0_frac_0.9,0.34734535217285156,2.767,0.9611177835464478,149118976,
model_epochs_0_frac_0.9,0.3574659824371338,2.767,0.9891215674877167,149118976,
model_epochs_0_frac_0.9,0.3675808906555176,2.767,1.0171095185279846,149118976,
model_epochs_0_frac_0.9,0.37769389152526855,2.767,1.0450921919345855,149118976,
model_epochs_0_frac_0.9,0.3878188133239746,2.767,1.0731078505516052,149118976,
model_epochs_0_frac_0.9,0.39792776107788086,2.767,1.1010793089866637,149118976,
model_epochs_0_frac_0.9,0.408050537109375,2.767,1.129089030265808,149118976,
model_epochs_0_frac_0.9,0.4181697368621826,2.767,1.1570888559818269,149118976,
model_epochs_0_frac_0.9,0.42829012870788574,2.767,1.1850919802188875,149118976,
model_epochs_0_frac_0.9,0.43840765953063965,2.767,1.2130871880054475,149118976,
model_epochs_0_frac_0.9,0.44863033294677734,2.767,1.2413733253479005,149118976,
model_epochs_0_frac_0.9,0.458754301071167,2.767,1.2693863451480867,149118976,
model_epochs_0_frac_0.9,0.4688742160797119,3.691,1.306738951444626,149118976,
model_epochs_0_frac_0.9,0.4789917469024658,3.691,1.3440827577114105,149118976,
model_epochs_0_frac_0.9,0.4892287254333496,3.691,1.3818674454689026,149118976,
model_epochs_0_frac_0.9,0.49934864044189453,3.691,1.4192200517654419,149118976,
model_epochs_0_frac_0.9,0.5094642639160156,3.691,1.4565568180084227,149118976,
model_epochs_0_frac_0.9,0.5196285247802734,3.691,1.4940731048583984,149118976,
model_epochs_0_frac_0.9,0.529752254486084,3.691,1.531439791202545,149118976,
model_epochs_0_frac_0.9,0.5398705005645752,3.691,1.5687862374782562,149118976,
model_epochs_0_frac_0.9,0.5499932765960693,3.691,1.606149403810501,149118976,
model_epochs_0_frac_0.9,0.5601112842559814,3.691,1.6434949700832366,149118976,
model_epochs_0_frac_0.9,0.5702776908874512,3.691,1.6810191769599914,149118976,
model_epochs_0_frac_0.9,0.5804059505462646,3.691,1.718402583360672,149118976,
model_epochs_0_frac_0.9,0.5905170440673828,3.691,1.755722629547119,149118976,
model_epochs_0_frac_0.9,0.6006431579589844,3.691,1.7930981159210204,149118976,
model_epochs_0_frac_0.9,0.6107766628265381,3.691,1.8305008823871611,149118976,
model_epochs_0_frac_0.9,0.6209027767181396,3.691,1.8678763687610624,149118976,
model_epochs_0_frac_0.9,0.6310067176818848,3.691,1.9051700148582458,149118976,
model_epochs_0_frac_0.9,0.6411263942718506,3.691,1.9425217411518096,149118976,
model_epochs_0_frac_0.9,0.651296854019165,3.691,1.9800609080791474,149118976,
model_epochs_0_frac_0.9,0.6614110469818115,3.691,2.0173923943042755,149118976,
model_epochs_0_frac_0.9,0.6715304851531982,3.691,2.054743240594864,149118976,
model_epochs_0_frac_0.9,0.6820957660675049,3.691,2.0937396924495695,149118976,
model_epochs_0_frac_0.9,0.6922173500061035,3.691,2.131098458766937,149118976,
model_epochs_0_frac_0.9,0.7025692462921143,3.691,2.1693073079586025,149118976,
model_epochs_0_frac_0.9,0.712688684463501,3.691,2.2066581542491908,149118976,
model_epochs_0_frac_0.9,0.7228002548217773,3.691,2.243979960441589,149118976,
model_epochs_0_frac_0.9,0.7331514358520508,3.691,2.282186169624328,149118976,
model_epochs_0_frac_0.9,0.7432723045349121,3.691,2.319542295932769,149118976,
model_epochs_0_frac_0.9,0.7534470558166504,3.691,2.3570973029136653,149118976,
model_epochs_0_frac_0.9,0.7635684013366699,3.691,2.3944551892280574,149118976,
model_epochs_0_frac_0.9,0.7736814022064209,3.691,2.4317822754383083,149118976,
model_epochs_0_frac_0.9,0.7838106155395508,3.691,2.4691692018508906,149118976,
model_epochs_0_frac_0.9,0.7939276695251465,3.691,2.506511248111724,149118976,
model_epochs_0_frac_0.9,0.8040962219238281,3.691,2.5440433750152582,149118976,
model_epochs_0_frac_0.9,0.8142185211181641,3.691,2.5814047813415524,149118976,
model_epochs_0_frac_0.9,0.8243610858917236,3.691,2.618840987920761,149118976,
model_epochs_0_frac_0.9,0.8345201015472412,3.691,2.656337914705276,149118976,
model_epochs_0_frac_0.9,0.8446183204650879,3.691,2.693610440731048,149118976,
model_epochs_0_frac_0.9,0.854881763458252,3.691,2.7314928088188166,149118976,
