,Prune Fraction,Test Accuracy,Train Accuracy,epochs_trained
0,0.66,77.34,98.572,100
1,0.67,77.77,98.962,100
2,0.68,77.53,99.122,100
3,0.6900000000000001,78.08,99.202,100
4,0.7000000000000001,78.11,99.214,100
