run_name,time,W,energy_usage,max_mem
model_epochs_5_frac_0.9,5.4836273193359375e-06,2.763,2.9643774032592772e-05,148807680,
model_epochs_5_frac_0.9,0.03644132614135742,2.763,0.10070187664031982,148807680,
model_epochs_5_frac_0.9,0.04654359817504883,2.763,0.12861445426940918,148807680,
model_epochs_5_frac_0.9,0.056664466857910156,2.763,0.15657841444015502,148807680,
model_epochs_5_frac_0.9,0.06676459312438965,2.763,0.18448506331443787,148807680,
model_epochs_5_frac_0.9,0.0778052806854248,2.763,0.214990483045578,148807680,
model_epochs_5_frac_0.9,0.08793067932128906,2.763,0.24296695947647093,148807680,
model_epochs_5_frac_0.9,0.09807610511779785,2.763,0.2709987709522247,148807680,
model_epochs_5_frac_0.9,0.10818886756896973,2.763,0.2989403336048126,148807680,
model_epochs_5_frac_0.9,0.11831378936767578,2.763,0.3269154925346374,148807680,
model_epochs_5_frac_0.9,0.12842035293579102,2.76,0.35480960798263544,148807680,
model_epochs_5_frac_0.9,0.13854432106018066,2.76,0.38275176000595085,148807680,
model_epochs_5_frac_0.9,0.14866065979003906,2.76,0.41067285490036004,148807680,
model_epochs_5_frac_0.9,0.15877628326416016,2.76,0.43859197568893427,148807680,
model_epochs_5_frac_0.9,0.16891145706176758,2.76,0.4665650553703308,148807680,
model_epochs_5_frac_0.9,0.179030179977417,2.76,0.49449273061752314,148807680,
model_epochs_5_frac_0.9,0.18915390968322754,2.76,0.5224342246055602,148807680,
model_epochs_5_frac_0.9,0.19945144653320312,2.76,0.5508554263114929,148807680,
model_epochs_5_frac_0.9,0.20957350730895996,2.76,0.5787923140525817,148807680,
model_epochs_5_frac_0.9,0.21969127655029297,2.76,0.6067173571586608,148807680,
model_epochs_5_frac_0.9,0.2298135757446289,2.76,0.634654902935028,148807680,
model_epochs_5_frac_0.9,0.23994088172912598,2.76,0.6626062674522399,148807680,
model_epochs_5_frac_0.9,0.25005650520324707,2.76,0.6905253882408141,148807680,
model_epochs_5_frac_0.9,0.2601766586303711,2.76,0.7184570116996765,148807680,
model_epochs_5_frac_0.9,0.2702982425689697,2.76,0.7463925833702086,148807680,
model_epochs_5_frac_0.9,0.2804231643676758,2.76,0.7743373675346373,148807680,
model_epochs_5_frac_0.9,0.2905428409576416,2.76,0.802267674922943,148807680,
model_epochs_5_frac_0.9,0.3007638454437256,2.76,0.8304776473045349,148807680,
model_epochs_5_frac_0.9,0.31088781356811523,2.76,0.8584197993278503,148807680,
model_epochs_5_frac_0.9,0.32100796699523926,2.76,0.8863514227867126,148807680,
model_epochs_5_frac_0.9,0.33112668991088867,2.76,0.9142790980339051,148807680,
model_epochs_5_frac_0.9,0.341249942779541,2.76,0.9422192759513855,148807680,
model_epochs_5_frac_0.9,0.3513679504394531,2.76,0.9701449770927429,148807680,
model_epochs_5_frac_0.9,0.36148905754089355,2.76,0.9980792326927185,148807680,
model_epochs_5_frac_0.9,0.3716084957122803,2.76,1.0260088820457458,148807680,
model_epochs_5_frac_0.9,0.3817169666290283,2.76,1.0539082617759705,148807680,
model_epochs_5_frac_0.9,0.3918464183807373,2.76,1.0818655486106874,148807680,
model_epochs_5_frac_0.9,0.40196776390075684,2.76,1.1098004622459412,148807680,
model_epochs_5_frac_0.9,0.4120941162109375,2.76,1.13774919462204,148807680,
model_epochs_5_frac_0.9,0.4222111701965332,2.76,1.165672263622284,148807680,
model_epochs_5_frac_0.9,0.43233656883239746,2.76,1.1936183638572695,148807680,
model_epochs_5_frac_0.9,0.4424583911895752,2.76,1.22155459356308,148807680,
model_epochs_5_frac_0.9,0.45258140563964844,2.76,1.2494941134452822,148807680,
model_epochs_5_frac_0.9,0.4627108573913574,2.76,1.277451400279999,148807680,
model_epochs_5_frac_0.9,0.47283267974853516,2.76,1.3053876299858096,148807680,
model_epochs_5_frac_0.9,0.482957124710083,2.76,1.3333310980796818,148807680,
model_epochs_5_frac_0.9,0.49313879013061523,2.76,1.3614324946403507,148807680,
model_epochs_5_frac_0.9,0.5032458305358887,2.76,1.3893279261589053,148807680,
